nutrition,value,measure,food_product
Water,19.8,G,marshmallow
Caffeine,0.0,MG,marshmallow
Theobromine,0.0,MG,marshmallow
"Sugars, total including NLEA",46.8,G,marshmallow
"Fiber, total dietary",0.1,G,marshmallow
"Calcium, Ca",3.0,MG,marshmallow
"Iron, Fe",0.22,MG,marshmallow
"Magnesium, Mg",2.0,MG,marshmallow
"Phosphorus, P",8.0,MG,marshmallow
"Potassium, K",5.0,MG,marshmallow
"Sodium, Na",80.0,MG,marshmallow
"Zinc, Zn",0.04,MG,marshmallow
"Copper, Cu",0.095,MG,marshmallow
"Selenium, Se",1.9,UG,marshmallow
Retinol,0.0,UG,marshmallow
"Vitamin A, RAE",0.0,UG,marshmallow
"Carotene, beta",0.0,UG,marshmallow
"Carotene, alpha",0.0,UG,marshmallow
Vitamin E (alpha-tocopherol),0.0,MG,marshmallow
Vitamin D (D2 + D3),0.0,UG,marshmallow
"Cryptoxanthin, beta",0.0,UG,marshmallow
Lycopene,0.0,UG,marshmallow
Lutein + zeaxanthin,0.0,UG,marshmallow
"Vitamin C, total ascorbic acid",0.0,MG,marshmallow
Thiamin,0.001,MG,marshmallow
Riboflavin,0.001,MG,marshmallow
Niacin,0.076,MG,marshmallow
Vitamin B-6,0.002,MG,marshmallow
"Folate, total",1.0,UG,marshmallow
Vitamin B-12,0.0,UG,marshmallow
"Choline, total",0.1,MG,marshmallow
Vitamin K (phylloquinone),0.0,UG,marshmallow
Folic acid,0.0,UG,marshmallow
"Folate, food",1.0,UG,marshmallow
"Folate, DFE",1.0,UG,marshmallow
"Vitamin E, added",0.0,MG,marshmallow
"Vitamin B-12, added",0.0,UG,marshmallow
Cholesterol,0.0,MG,marshmallow
"Fatty acids, total saturated",0.056,G,marshmallow
SFA 4:0,0.0,G,marshmallow
SFA 6:0,0.0,G,marshmallow
SFA 8:0,0.0,G,marshmallow
SFA 10:0,0.0,G,marshmallow
SFA 12:0,0.0,G,marshmallow
SFA 14:0,0.001,G,marshmallow
SFA 16:0,0.04,G,marshmallow
SFA 18:0,0.015,G,marshmallow
MUFA 18:1,0.076,G,marshmallow
PUFA 18:2,0.045,G,marshmallow
PUFA 18:3,0.001,G,marshmallow
PUFA 20:4,0.001,G,marshmallow
PUFA 22:6 n-3 (DHA),0.0,G,marshmallow
MUFA 16:1,0.004,G,marshmallow
PUFA 18:4,0.0,G,marshmallow
MUFA 20:1,0.0,G,marshmallow
PUFA 20:5 n-3 (EPA),0.0,G,marshmallow
MUFA 22:1,0.0,G,marshmallow
PUFA 22:5 n-3 (DPA),0.0,G,marshmallow
"Fatty acids, total monounsaturated",0.08,G,marshmallow
"Fatty acids, total polyunsaturated",0.047,G,marshmallow
Protein,0.07,G,martini
Total lipid (fat),0.0,G,martini
"Carbohydrate, by difference",0.15,G,martini
Energy,201,KCAL,martini
"Alcohol, ethyl",29.0,G,martini
Water,70.8,G,martini
Caffeine,0.0,MG,martini
Theobromine,0.0,MG,martini
"Sugars, total including NLEA",0.15,G,martini
"Fiber, total dietary",0.0,G,martini
"Calcium, Ca",1.0,MG,martini
"Iron, Fe",0.09,MG,martini
"Magnesium, Mg",1.0,MG,martini
"Phosphorus, P",5.0,MG,martini
"Potassium, K",13.0,MG,martini
"Sodium, Na",2.0,MG,martini
"Zinc, Zn",0.04,MG,martini
"Copper, Cu",0.02,MG,martini
"Selenium, Se",0.0,UG,martini
Retinol,0.0,UG,martini
"Vitamin A, RAE",0.0,UG,martini
"Carotene, beta",0.0,UG,martini
"Carotene, alpha",0.0,UG,martini
Vitamin E (alpha-tocopherol),0.0,MG,martini
Vitamin D (D2 + D3),0.0,UG,martini
"Cryptoxanthin, beta",0.0,UG,martini
Lycopene,0.0,UG,martini
Lutein + zeaxanthin,0.0,UG,martini
"Vitamin C, total ascorbic acid",0.0,MG,martini
Thiamin,0.005,MG,martini
Riboflavin,0.005,MG,martini
Niacin,0.025,MG,martini
Vitamin B-6,0.004,MG,martini
"Folate, total",0.0,UG,martini
Vitamin B-12,0.0,UG,martini
"Choline, total",0.7,MG,martini
Vitamin K (phylloquinone),0.0,UG,martini
Folic acid,0.0,UG,martini
"Folate, food",0.0,UG,martini
"Folate, DFE",0.0,UG,martini
"Vitamin E, added",0.0,MG,martini
"Vitamin B-12, added",0.0,UG,martini
Cholesterol,0.0,MG,martini
"Fatty acids, total saturated",0.0,G,martini
SFA 4:0,0.0,G,martini
SFA 6:0,0.0,G,martini
SFA 8:0,0.0,G,martini
SFA 10:0,0.0,G,martini
SFA 12:0,0.0,G,martini
SFA 14:0,0.0,G,martini
SFA 16:0,0.0,G,martini
SFA 18:0,0.0,G,martini
MUFA 18:1,0.0,G,martini
PUFA 18:2,0.0,G,martini
PUFA 18:3,0.0,G,martini
PUFA 20:4,0.0,G,martini
PUFA 22:6 n-3 (DHA),0.0,G,martini
MUFA 16:1,0.0,G,martini
PUFA 18:4,0.0,G,martini
MUFA 20:1,0.0,G,martini
PUFA 20:5 n-3 (EPA),0.0,G,martini
MUFA 22:1,0.0,G,martini
PUFA 22:5 n-3 (DPA),0.0,G,martini
"Fatty acids, total monounsaturated",0.0,G,martini
"Fatty acids, total polyunsaturated",0.0,G,martini
Protein,0.96,G,mayonnaise
Total lipid (fat),74.8,G,mayonnaise
"Carbohydrate, by difference",0.57,G,mayonnaise
Energy,680,KCAL,mayonnaise
"Alcohol, ethyl",0.0,G,mayonnaise
Water,21.6,G,mayonnaise
Caffeine,0.0,MG,mayonnaise
Theobromine,0.0,MG,mayonnaise
"Sugars, total including NLEA",0.57,G,mayonnaise
"Fiber, total dietary",0.0,G,mayonnaise
"Calcium, Ca",8.0,MG,mayonnaise
"Iron, Fe",0.21,MG,mayonnaise
"Magnesium, Mg",1.0,MG,mayonnaise
"Phosphorus, P",21.0,MG,mayonnaise
"Potassium, K",20.0,MG,mayonnaise
"Sodium, Na",635,MG,mayonnaise
"Zinc, Zn",0.15,MG,mayonnaise
"Copper, Cu",0.019,MG,mayonnaise
"Selenium, Se",2.3,UG,mayonnaise
Retinol,15.0,UG,mayonnaise
"Vitamin A, RAE",16.0,UG,mayonnaise
"Carotene, beta",6.0,UG,mayonnaise
"Carotene, alpha",0.0,UG,mayonnaise
Vitamin E (alpha-tocopherol),3.28,MG,mayonnaise
Vitamin D (D2 + D3),0.2,UG,mayonnaise
"Cryptoxanthin, beta",4.0,UG,mayonnaise
Lycopene,0.0,UG,mayonnaise
Lutein + zeaxanthin,12.0,UG,mayonnaise
"Vitamin C, total ascorbic acid",0.0,MG,mayonnaise
Thiamin,0.01,MG,mayonnaise
Riboflavin,0.019,MG,mayonnaise
Niacin,0.0,MG,mayonnaise
Vitamin B-6,0.008,MG,mayonnaise
"Folate, total",5.0,UG,mayonnaise
Vitamin B-12,0.12,UG,mayonnaise
"Choline, total",34.2,MG,mayonnaise
Vitamin K (phylloquinone),163,UG,mayonnaise
Folic acid,0.0,UG,mayonnaise
"Folate, food",5.0,UG,mayonnaise
"Folate, DFE",5.0,UG,mayonnaise
"Vitamin E, added",0.0,MG,mayonnaise
"Vitamin B-12, added",0.0,UG,mayonnaise
Cholesterol,42.0,MG,mayonnaise
"Fatty acids, total saturated",11.7,G,mayonnaise
SFA 4:0,0.0,G,mayonnaise
SFA 6:0,0.0,G,mayonnaise
SFA 8:0,0.0,G,mayonnaise
SFA 10:0,0.0,G,mayonnaise
SFA 12:0,0.0,G,mayonnaise
SFA 14:0,0.055,G,mayonnaise
SFA 16:0,7.91,G,mayonnaise
SFA 18:0,3.1,G,mayonnaise
MUFA 18:1,16.5,G,mayonnaise
PUFA 18:2,39.1,G,mayonnaise
PUFA 18:3,5.46,G,mayonnaise
PUFA 20:4,0.05,G,mayonnaise
PUFA 22:6 n-3 (DHA),0.005,G,mayonnaise
MUFA 16:1,0.088,G,mayonnaise
PUFA 18:4,0.0,G,mayonnaise
MUFA 20:1,0.238,G,mayonnaise
PUFA 20:5 n-3 (EPA),0.0,G,mayonnaise
MUFA 22:1,0.022,G,mayonnaise
PUFA 22:5 n-3 (DPA),0.0,G,mayonnaise
"Fatty acids, total monounsaturated",16.8,G,mayonnaise
"Fatty acids, total polyunsaturated",44.7,G,mayonnaise
Protein,17.5,G,meat
Total lipid (fat),11.0,G,meat
"Carbohydrate, by difference",7.2,G,meat
Energy,202,KCAL,meat
"Alcohol, ethyl",0.0,G,meat
Water,62.4,G,meat
Caffeine,0.0,MG,meat
Theobromine,0.0,MG,meat
"Sugars, total including NLEA",1.81,G,meat
"Fiber, total dietary",0.4,G,meat
"Calcium, Ca",65.0,MG,meat
"Iron, Fe",2.05,MG,meat
"Magnesium, Mg",19.0,MG,meat
"Phosphorus, P",169,MG,meat
"Potassium, K",273,MG,meat
"Sodium, Na",419,MG,meat
"Zinc, Zn",3.82,MG,meat
"Copper, Cu",0.067,MG,meat
"Selenium, Se",16.9,UG,meat
Retinol,22.0,UG,meat
"Vitamin A, RAE",22.0,UG,meat
"Carotene, beta",1.0,UG,meat
"Carotene, alpha",0.0,UG,meat
Vitamin E (alpha-tocopherol),0.17,MG,meat
Vitamin D (D2 + D3),0.3,UG,meat
"Cryptoxanthin, beta",1.0,UG,meat
Lycopene,0.0,UG,meat
Lutein + zeaxanthin,38.0,UG,meat
"Vitamin C, total ascorbic acid",0.6,MG,meat
Thiamin,0.085,MG,meat
Riboflavin,0.18,MG,meat
Niacin,3.74,MG,meat
Vitamin B-6,0.27,MG,meat
"Folate, total",20.0,UG,meat
Vitamin B-12,1.66,UG,meat
"Choline, total",68.8,MG,meat
Vitamin K (phylloquinone),1.1,UG,meat
Folic acid,7.0,UG,meat
"Folate, food",13.0,UG,meat
"Folate, DFE",24.0,UG,meat
"Vitamin E, added",0.0,MG,meat
"Vitamin B-12, added",0.0,UG,meat
Cholesterol,78.0,MG,meat
"Fatty acids, total saturated",4.14,G,meat
SFA 4:0,0.008,G,meat
SFA 6:0,0.006,G,meat
SFA 8:0,0.004,G,meat
SFA 10:0,0.009,G,meat
SFA 12:0,0.016,G,meat
SFA 14:0,0.283,G,meat
SFA 16:0,2.16,G,meat
SFA 18:0,1.5,G,meat
MUFA 18:1,3.94,G,meat
PUFA 18:2,0.527,G,meat
PUFA 18:3,0.029,G,meat
PUFA 20:4,0.026,G,meat
PUFA 22:6 n-3 (DHA),0.0,G,meat
MUFA 16:1,0.358,G,meat
PUFA 18:4,0.0,G,meat
MUFA 20:1,0.033,G,meat
PUFA 20:5 n-3 (EPA),0.0,G,meat
MUFA 22:1,0.0,G,meat
PUFA 22:5 n-3 (DPA),0.0,G,meat
"Fatty acids, total monounsaturated",4.63,G,meat
"Fatty acids, total polyunsaturated",0.614,G,meat
Protein,21.0,G,meatball
Total lipid (fat),9.0,G,meatball
"Carbohydrate, by difference",8.0,G,meatball
Energy,197,KCAL,meatball
"Alcohol, ethyl",0.0,G,meatball
Water,58.0,G,meatball
Caffeine,0.0,MG,meatball
Theobromine,0.0,MG,meatball
"Sugars, total including NLEA",1.25,G,meatball
"Fiber, total dietary",4.6,G,meatball
"Calcium, Ca",25.0,MG,meatball
"Iron, Fe",2.16,MG,meatball
"Magnesium, Mg",18.0,MG,meatball
"Phosphorus, P",344,MG,meatball
"Potassium, K",180,MG,meatball
"Sodium, Na",550,MG,meatball
"Zinc, Zn",1.8,MG,meatball
"Copper, Cu",0.706,MG,meatball
"Selenium, Se",0.8,UG,meatball
Retinol,0.0,UG,meatball
"Vitamin A, RAE",0.0,UG,meatball
"Carotene, beta",0.0,UG,meatball
"Carotene, alpha",0.0,UG,meatball
Vitamin E (alpha-tocopherol),1.73,MG,meatball
Vitamin D (D2 + D3),0.0,UG,meatball
"Cryptoxanthin, beta",0.0,UG,meatball
Lycopene,0.0,UG,meatball
Lutein + zeaxanthin,0.0,UG,meatball
"Vitamin C, total ascorbic acid",0.0,MG,meatball
Thiamin,0.938,MG,meatball
Riboflavin,0.213,MG,meatball
Niacin,2.5,MG,meatball
Vitamin B-6,0.2,MG,meatball
"Folate, total",78.0,UG,meatball
Vitamin B-12,1.5,UG,meatball
"Choline, total",88.4,MG,meatball
Vitamin K (phylloquinone),0.0,UG,meatball
Folic acid,0.0,UG,meatball
"Folate, food",78.0,UG,meatball
"Folate, DFE",78.0,UG,meatball
"Vitamin E, added",0.0,MG,meatball
"Vitamin B-12, added",1.5,UG,meatball
Cholesterol,0.0,MG,meatball
"Fatty acids, total saturated",1.42,G,meatball
SFA 4:0,0.0,G,meatball
SFA 6:0,0.0,G,meatball
SFA 8:0,0.0,G,meatball
SFA 10:0,0.0,G,meatball
SFA 12:0,0.087,G,meatball
SFA 14:0,0.043,G,meatball
SFA 16:0,0.925,G,meatball
SFA 18:0,0.369,G,meatball
MUFA 18:1,2.19,G,meatball
PUFA 18:2,4.15,G,meatball
PUFA 18:3,0.52,G,meatball
PUFA 20:4,0.0,G,meatball
PUFA 22:6 n-3 (DHA),0.0,G,meatball
MUFA 16:1,0.0,G,meatball
PUFA 18:4,0.0,G,meatball
MUFA 20:1,0.0,G,meatball
PUFA 20:5 n-3 (EPA),0.0,G,meatball
MUFA 22:1,0.0,G,meatball
PUFA 22:5 n-3 (DPA),0.0,G,meatball
"Fatty acids, total monounsaturated",2.19,G,meatball
"Fatty acids, total polyunsaturated",4.67,G,meatball
Protein,11.8,G,meatloaf
Total lipid (fat),6.15,G,meatloaf
"Carbohydrate, by difference",28.7,G,meatloaf
Energy,217,KCAL,meatloaf
"Alcohol, ethyl",0.0,G,meatloaf
Water,51.3,G,meatloaf
Caffeine,0.0,MG,meatloaf
Theobromine,0.0,MG,meatloaf
"Sugars, total including NLEA",5.9,G,meatloaf
"Fiber, total dietary",1.3,G,meatloaf
"Calcium, Ca",124,MG,meatloaf
"Iron, Fe",2.42,MG,meatloaf
"Magnesium, Mg",22.0,MG,meatloaf
"Phosphorus, P",125,MG,meatloaf
"Potassium, K",204,MG,meatloaf
"Sodium, Na",507,MG,meatloaf
"Zinc, Zn",2.02,MG,meatloaf
"Copper, Cu",0.096,MG,meatloaf
"Selenium, Se",17.8,UG,meatloaf
Retinol,6.0,UG,meatloaf
"Vitamin A, RAE",9.0,UG,meatloaf
"Carotene, beta",41.0,UG,meatloaf
"Carotene, alpha",0.0,UG,meatloaf
Vitamin E (alpha-tocopherol),0.35,MG,meatloaf
Vitamin D (D2 + D3),0.1,UG,meatloaf
"Cryptoxanthin, beta",0.0,UG,meatloaf
Lycopene,1540.0,UG,meatloaf
Lutein + zeaxanthin,56.0,UG,meatloaf
"Vitamin C, total ascorbic acid",0.8,MG,meatloaf
Thiamin,0.266,MG,meatloaf
Riboflavin,0.208,MG,meatloaf
Niacin,3.9,MG,meatloaf
Vitamin B-6,0.175,MG,meatloaf
"Folate, total",60.0,UG,meatloaf
Vitamin B-12,0.71,UG,meatloaf
"Choline, total",37.3,MG,meatloaf
Vitamin K (phylloquinone),0.9,UG,meatloaf
Folic acid,42.0,UG,meatloaf
"Folate, food",18.0,UG,meatloaf
"Folate, DFE",89.0,UG,meatloaf
"Vitamin E, added",0.0,MG,meatloaf
"Vitamin B-12, added",0.0,UG,meatloaf
Cholesterol,32.0,MG,meatloaf
"Fatty acids, total saturated",2.04,G,meatloaf
SFA 4:0,0.003,G,meatloaf
SFA 6:0,0.0,G,meatloaf
SFA 8:0,0.003,G,meatloaf
SFA 10:0,0.003,G,meatloaf
SFA 12:0,0.008,G,meatloaf
SFA 14:0,0.113,G,meatloaf
SFA 16:0,1.1,G,meatloaf
SFA 18:0,0.734,G,meatloaf
MUFA 18:1,1.95,G,meatloaf
PUFA 18:2,0.98,G,meatloaf
PUFA 18:3,0.102,G,meatloaf
PUFA 20:4,0.012,G,meatloaf
PUFA 22:6 n-3 (DHA),0.0,G,meatloaf
MUFA 16:1,0.159,G,meatloaf
PUFA 18:4,0.0,G,meatloaf
MUFA 20:1,0.019,G,meatloaf
PUFA 20:5 n-3 (EPA),0.001,G,meatloaf
MUFA 22:1,0.0,G,meatloaf
PUFA 22:5 n-3 (DPA),0.0,G,meatloaf
"Fatty acids, total monounsaturated",2.25,G,meatloaf
"Fatty acids, total polyunsaturated",1.1,G,meatloaf
"Fatty acids, total trans",0.0,G,melon
Protein,1.78,G,melon
Ash,0.44,G,melon
"Iron, Fe",1.13,MG,melon
"Magnesium, Mg",40.0,MG,melon
"Phosphorus, P",37.0,MG,melon
"Sodium, Na",2.0,MG,melon
"Copper, Cu",0.02,MG,melon
"Manganese, Mn",0.039,MG,melon
"Vitamin A, IU",147,IU,melon
"Vitamin A, RAE",7.0,UG,melon
"Carotene, beta",88.0,UG,melon
"Vitamin C, total ascorbic acid",5.3,MG,melon
Thiamin,0.025,MG,melon
Riboflavin,0.015,MG,melon
"Folate, total",3.0,UG,melon
Total lipid (fat),1.26,G,melon
Water,89.0,G,melon
"Calcium, Ca",13.0,MG,melon
"Potassium, K",123,MG,melon
"Zinc, Zn",0.48,MG,melon
Niacin,0.565,MG,melon
Pantothenic acid,0.183,MG,melon
Vitamin B-6,0.063,MG,melon
"Folate, food",3.0,UG,melon
Energy,44.0,KCAL,melon
"Carbohydrate, by difference",7.56,G,melon
Folic acid,0.0,UG,melon
"Folate, DFE",3.0,UG,melon
Protein,1.34,G,mezcal
Total lipid (fat),2.15,G,mezcal
"Carbohydrate, by difference",29.6,G,mezcal
Energy,134,KCAL,mezcal
"Alcohol, ethyl",0.0,G,mezcal
Water,66.3,G,mezcal
Caffeine,0.0,MG,mezcal
Theobromine,0.0,MG,mezcal
"Sugars, total including NLEA",24.2,G,mezcal
"Fiber, total dietary",1.8,G,mezcal
"Calcium, Ca",39.0,MG,mezcal
"Iron, Fe",0.12,MG,mezcal
"Magnesium, Mg",8.0,MG,mezcal
"Phosphorus, P",37.0,MG,mezcal
"Potassium, K",134,MG,mezcal
"Sodium, Na",62.0,MG,mezcal
"Zinc, Zn",0.14,MG,mezcal
"Copper, Cu",0.025,MG,mezcal
"Selenium, Se",0.4,UG,mezcal
Retinol,3.0,UG,mezcal
"Vitamin A, RAE",5.0,UG,mezcal
"Carotene, beta",21.0,UG,mezcal
"Carotene, alpha",0.0,UG,mezcal
Vitamin E (alpha-tocopherol),0.25,MG,mezcal
Vitamin D (D2 + D3),0.0,UG,mezcal
"Cryptoxanthin, beta",8.0,UG,mezcal
Lycopene,0.0,UG,mezcal
Lutein + zeaxanthin,22.0,UG,mezcal
"Vitamin C, total ascorbic acid",3.6,MG,mezcal
Thiamin,0.038,MG,mezcal
Riboflavin,0.084,MG,mezcal
Niacin,0.105,MG,mezcal
Vitamin B-6,0.045,MG,mezcal
"Folate, total",3.0,UG,mezcal
Vitamin B-12,0.08,UG,mezcal
"Choline, total",4.6,MG,mezcal
Vitamin K (phylloquinone),2.1,UG,mezcal
Folic acid,0.0,UG,mezcal
"Folate, food",3.0,UG,mezcal
"Folate, DFE",3.0,UG,mezcal
"Vitamin E, added",0.0,MG,mezcal
"Vitamin B-12, added",0.0,UG,mezcal
Cholesterol,2.0,MG,mezcal
"Fatty acids, total saturated",0.64,G,mezcal
SFA 4:0,0.012,G,mezcal
SFA 6:0,0.003,G,mezcal
SFA 8:0,0.003,G,mezcal
SFA 10:0,0.006,G,mezcal
SFA 12:0,0.004,G,mezcal
SFA 14:0,0.048,G,mezcal
SFA 16:0,0.488,G,mezcal
SFA 18:0,0.076,G,mezcal
MUFA 18:1,0.367,G,mezcal
PUFA 18:2,0.894,G,mezcal
PUFA 18:3,0.013,G,mezcal
PUFA 20:4,0.002,G,mezcal
PUFA 22:6 n-3 (DHA),0.0,G,mezcal
MUFA 16:1,0.024,G,mezcal
PUFA 18:4,0.0,G,mezcal
MUFA 20:1,0.0,G,mezcal
PUFA 20:5 n-3 (EPA),0.0,G,mezcal
MUFA 22:1,0.0,G,mezcal
PUFA 22:5 n-3 (DPA),0.0,G,mezcal
"Fatty acids, total monounsaturated",0.391,G,mezcal
"Fatty acids, total polyunsaturated",0.908,G,mezcal
Protein,1.34,G,midori
Total lipid (fat),2.15,G,midori
"Carbohydrate, by difference",29.6,G,midori
Energy,134,KCAL,midori
"Alcohol, ethyl",0.0,G,midori
Water,66.3,G,midori
Caffeine,0.0,MG,midori
Theobromine,0.0,MG,midori
"Sugars, total including NLEA",24.2,G,midori
"Fiber, total dietary",1.8,G,midori
"Calcium, Ca",39.0,MG,midori
"Iron, Fe",0.12,MG,midori
"Magnesium, Mg",8.0,MG,midori
"Phosphorus, P",37.0,MG,midori
"Potassium, K",134,MG,midori
"Sodium, Na",62.0,MG,midori
"Zinc, Zn",0.14,MG,midori
"Copper, Cu",0.025,MG,midori
"Selenium, Se",0.4,UG,midori
Retinol,3.0,UG,midori
"Vitamin A, RAE",5.0,UG,midori
"Carotene, beta",21.0,UG,midori
"Carotene, alpha",0.0,UG,midori
Vitamin E (alpha-tocopherol),0.25,MG,midori
Vitamin D (D2 + D3),0.0,UG,midori
"Cryptoxanthin, beta",8.0,UG,midori
Lycopene,0.0,UG,midori
Lutein + zeaxanthin,22.0,UG,midori
"Vitamin C, total ascorbic acid",3.6,MG,midori
Thiamin,0.038,MG,midori
Riboflavin,0.084,MG,midori
Niacin,0.105,MG,midori
Vitamin B-6,0.045,MG,midori
"Folate, total",3.0,UG,midori
Vitamin B-12,0.08,UG,midori
"Choline, total",4.6,MG,midori
Vitamin K (phylloquinone),2.1,UG,midori
Folic acid,0.0,UG,midori
"Folate, food",3.0,UG,midori
"Folate, DFE",3.0,UG,midori
"Vitamin E, added",0.0,MG,midori
"Vitamin B-12, added",0.0,UG,midori
Cholesterol,2.0,MG,midori
"Fatty acids, total saturated",0.64,G,midori
SFA 4:0,0.012,G,midori
SFA 6:0,0.003,G,midori
SFA 8:0,0.003,G,midori
SFA 10:0,0.006,G,midori
SFA 12:0,0.004,G,midori
SFA 14:0,0.048,G,midori
SFA 16:0,0.488,G,midori
SFA 18:0,0.076,G,midori
MUFA 18:1,0.367,G,midori
PUFA 18:2,0.894,G,midori
PUFA 18:3,0.013,G,midori
PUFA 20:4,0.002,G,midori
PUFA 22:6 n-3 (DHA),0.0,G,midori
MUFA 16:1,0.024,G,midori
PUFA 18:4,0.0,G,midori
MUFA 20:1,0.0,G,midori
PUFA 20:5 n-3 (EPA),0.0,G,midori
MUFA 22:1,0.0,G,midori
PUFA 22:5 n-3 (DPA),0.0,G,midori
"Fatty acids, total monounsaturated",0.391,G,midori
"Fatty acids, total polyunsaturated",0.908,G,midori
Protein,0.0,G,mint
Total lipid (fat),0.1,G,mint
"Carbohydrate, by difference",98.3,G,mint
Energy,394,KCAL,mint
"Alcohol, ethyl",0.0,G,mint
Water,1.35,G,mint
Caffeine,0.0,MG,mint
Theobromine,0.0,MG,mint
"Sugars, total including NLEA",31.4,G,mint
"Fiber, total dietary",0.0,G,mint
"Calcium, Ca",2.0,MG,mint
"Iron, Fe",0.15,MG,mint
"Magnesium, Mg",2.0,MG,mint
"Phosphorus, P",2.0,MG,mint
"Potassium, K",2.0,MG,mint
"Sodium, Na",19.0,MG,mint
"Zinc, Zn",0.0,MG,mint
"Copper, Cu",0.014,MG,mint
"Selenium, Se",0.6,UG,mint
Retinol,0.0,UG,mint
"Vitamin A, RAE",0.0,UG,mint
"Carotene, beta",0.0,UG,mint
"Carotene, alpha",0.0,UG,mint
Vitamin E (alpha-tocopherol),0.0,MG,mint
Vitamin D (D2 + D3),0.0,UG,mint
"Cryptoxanthin, beta",0.0,UG,mint
Lycopene,0.0,UG,mint
Lutein + zeaxanthin,0.0,UG,mint
"Vitamin C, total ascorbic acid",0.0,MG,mint
Thiamin,0.002,MG,mint
Riboflavin,0.002,MG,mint
Niacin,0.004,MG,mint
Vitamin B-6,0.002,MG,mint
"Folate, total",0.0,UG,mint
Vitamin B-12,0.0,UG,mint
"Choline, total",0.0,MG,mint
Vitamin K (phylloquinone),0.0,UG,mint
Folic acid,0.0,UG,mint
"Folate, food",0.0,UG,mint
"Folate, DFE",0.0,UG,mint
"Vitamin E, added",0.0,MG,mint
"Vitamin B-12, added",0.0,UG,mint
Cholesterol,0.0,MG,mint
"Fatty acids, total saturated",0.0,G,mint
SFA 4:0,0.0,G,mint
SFA 6:0,0.0,G,mint
SFA 8:0,0.0,G,mint
SFA 10:0,0.0,G,mint
SFA 12:0,0.0,G,mint
SFA 14:0,0.0,G,mint
SFA 16:0,0.0,G,mint
SFA 18:0,0.0,G,mint
MUFA 18:1,0.0,G,mint
PUFA 18:2,0.0,G,mint
PUFA 18:3,0.0,G,mint
PUFA 20:4,0.0,G,mint
PUFA 22:6 n-3 (DHA),0.0,G,mint
MUFA 16:1,0.0,G,mint
PUFA 18:4,0.0,G,mint
MUFA 20:1,0.0,G,mint
PUFA 20:5 n-3 (EPA),0.0,G,mint
MUFA 22:1,0.0,G,mint
PUFA 22:5 n-3 (DPA),0.0,G,mint
"Fatty acids, total monounsaturated",0.0,G,mint
"Fatty acids, total polyunsaturated",0.0,G,mint
Folic acid,0.0,UG,molasses
"Fatty acids, total saturated",0.018,G,molasses
SFA 8:0,0.0,G,molasses
SFA 12:0,0.0,G,molasses
SFA 14:0,0.0,G,molasses
PUFA 22:6 n-3 (DHA),0.0,G,molasses
MUFA 16:1,0.0,G,molasses
PUFA 20:5 n-3 (EPA),0.0,G,molasses
PUFA 22:5 n-3 (DPA),0.0,G,molasses
SFA 4:0,0.0,G,molasses
SFA 6:0,0.0,G,molasses
SFA 10:0,0.0,G,molasses
SFA 16:0,0.018,G,molasses
SFA 18:0,0.002,G,molasses
MUFA 18:1,0.032,G,molasses
PUFA 18:2,0.05,G,molasses
PUFA 18:3,0.0,G,molasses
PUFA 20:4,0.0,G,molasses
PUFA 18:4,0.0,G,molasses
MUFA 20:1,0.0,G,molasses
MUFA 22:1,0.0,G,molasses
"Fatty acids, total monounsaturated",0.032,G,molasses
"Fatty acids, total polyunsaturated",0.05,G,molasses
"Vitamin D (D2 + D3), International Units",0.0,IU,molasses
"Folate, food",0.0,UG,molasses
"Vitamin A, RAE",0.0,UG,molasses
Energy,290,KCAL,molasses
"Carbohydrate, by difference",74.7,G,molasses
"Choline, total",13.3,MG,molasses
"Alcohol, ethyl",0.0,G,molasses
Retinol,0.0,UG,molasses
Ash,3.3,G,molasses
"Iron, Fe",4.72,MG,molasses
"Magnesium, Mg",242,MG,molasses
"Phosphorus, P",31.0,MG,molasses
"Sodium, Na",37.0,MG,molasses
"Copper, Cu",0.487,MG,molasses
"Manganese, Mn",1.53,MG,molasses
Thiamin,0.041,MG,molasses
Riboflavin,0.002,MG,molasses
"Folate, total",0.0,UG,molasses
Vitamin B-12,0.0,UG,molasses
Total lipid (fat),0.1,G,molasses
"Calcium, Ca",205,MG,molasses
"Potassium, K",1460.0,MG,molasses
"Zinc, Zn",0.29,MG,molasses
Niacin,0.93,MG,molasses
Pantothenic acid,0.804,MG,molasses
Vitamin B-6,0.67,MG,molasses
"Vitamin B-12, added",0.0,UG,molasses
"Vitamin E, added",0.0,MG,molasses
"Sugars, Total",74.7,G,molasses
"Folate, DFE",0.0,UG,molasses
Cholesterol,0.0,MG,molasses
Vitamin K (phylloquinone),0.0,UG,molasses
"Cryptoxanthin, beta",0.0,UG,molasses
Lycopene,0.0,UG,molasses
"Vitamin C, total ascorbic acid",0.0,MG,molasses
"Vitamin A, IU",0.0,IU,molasses
"Carotene, beta",0.0,UG,molasses
"Carotene, alpha",0.0,UG,molasses
"Fiber, total dietary",0.0,G,molasses
Fructose,12.8,G,molasses
Protein,0.0,G,molasses
Vitamin E (alpha-tocopherol),0.0,MG,molasses
Sucrose,29.4,G,molasses
Glucose,11.9,G,molasses
Water,21.9,G,molasses
Caffeine,0.0,MG,molasses
Theobromine,0.0,MG,molasses
Lutein + zeaxanthin,0.0,UG,molasses
